X,Y
5.496714153011233,1.8617356988288154
5.6476885381006925,3.5230298564080256
4.765846625276664,1.7658630430508195
6.5792128155073915,2.767434729152909
4.530525614065048,2.5425600435859645
4.536582307187538,1.534270246429743
5.241962271566035,0.08671975534220211
3.2750821674869672,1.4377124707590272
3.9871688796655764,2.314247332595274
4.091975924478789,0.5876962986647085
6.465648768921554,1.7742236995134644
5.067528204687924,0.5752518137865432
4.455617275474817,2.1109225897098662
3.8490064225776974,2.375698018345672
4.399361310081195,1.7083062502067232
4.398293387770603,3.852278184508938
4.986502775262066,0.9422890710440996
5.822544912103189,0.7791563500289778
5.208863595004756,0.04032987612022443
3.6718139511015693,2.1968612358691235
5.738466579995411,2.1713682811899706
4.88435171761176,1.6988963044107113
3.5214780096325726,1.2801557916052912
4.539361229040212,3.0571222262189157
5.343618289568461,0.23695984463726605
5.3240839693947954,1.6149177195836835
4.323077999694041,2.6116762888408678
6.030999522495951,2.931280119116199
4.160782476777362,1.6907876241487854
5.331263431403564,2.975545127122359
4.52082576215471,1.814341023336183
3.893665025993972,0.8037933759193292
5.812525822394198,3.3562400285708227
4.927989878419666,3.003532897892024
5.361636025047634,1.3548802453948756
5.361395605508414,3.538036566465969
4.964173960890048,3.564643655814006
2.3802548959102556,2.821902504375224
5.087047068238172,1.7009926495341325
5.091760776535502,0.0124310853991072
4.780328112162488,2.3571125715117462
6.477894044741516,1.4817297817263526
4.191506397106813,1.4982429564154636
5.915402117702074,2.3287511096596845
4.470239796232962,2.513267433113356
5.0970775493480405,2.9686449905328893
4.297946906122648,1.6723378534022317
4.607891846867842,0.5364850518678814
5.296120277064576,2.261055272179889
5.005113456642461,1.7654128666248532
3.5846292579495858,1.579354677234641
4.65728548347323,1.197722730778381
4.838714288333991,2.4040508568145382
6.88618590121053,2.174577812831839
5.2575503907227645,1.9255540842338328
3.0812287847009587,1.973486124550783
5.060230209941026,4.463242112485286
4.807639035218878,2.3015473423336124
4.965288230294757,0.831321962380468
6.1428228145150205,2.7519330326867744
5.791031947043047,1.090612545205261
6.402794310936099,0.5981489372077191
5.58685709380027,4.190455625809978
4.009463674869312,1.433702270397228
5.099651365087642,1.4965243458838007
3.4493365689338673,2.0685629748060275
3.937696286273895,2.4735924306351817
4.080575765766197,3.5499344050175394
4.216746707663763,1.6779384837943243
5.81351721736967,0.7691356835660448
5.22745993460413,3.3071427542824283
3.3925167654387725,2.184633858532304
5.259882794248424,2.7818228717773104
3.763049289121918,0.6795433869157237
5.521941565616897,2.2969846732331862
5.250492850345877,2.346448209496976
4.319975278421509,2.2322536971610036
5.293072473298682,1.285648581973632
6.865774511144757,2.4738329209117875
3.8086965027973516,2.6565536086338297
4.025318329772679,2.787084603742452
6.158595579007404,1.1793176816482895
5.963376129244322,2.4127809269364984
5.82206015999449,3.896792982653947
4.754611883997129,1.2462638356425104
4.110485570374477,1.1841897150345617
4.922898290585896,2.341151974816644
5.276690799330019,2.8271832490360236
5.013001891877907,3.453534077157317
4.735343166762044,4.720169166589619
5.625667347765006,1.1428424435837174
3.929107501938888,2.482472415243185
4.776537214674149,2.714000494092092
5.473237624573545,1.9271710873431271
4.153206281931595,0.48515277531413536
4.553485047932979,2.8563987943234723
5.214093744130204,0.754261221288012
5.173180925851182,2.385317379728837
4.116142563798867,2.153725105945528
5.058208718446,0.8570297021693769
5.357787360348283,2.5607845263682343
6.083051243175277,3.0538020520349027
3.622330632042909,1.062174960084877
5.51503526720866,2.513785950912209
5.515047686306048,5.852731490654721
5.570890510693167,3.135565640180599
5.954001763493203,2.651391251305798
4.684730755359654,2.7589692204932676
4.227174785462428,1.7631813932599911
4.514636452170897,2.0818741393863225
7.314658566673509,0.13273480740825194
5.686260190374513,0.38728412881034835
4.528068134210566,3.088950596967366
5.064280019095463,0.9222552220706939
4.284696290740031,2.679597748934676
4.2696333682828636,2.216458589581975
5.045571839903814,1.3483996523941828
7.143944089325325,2.633919022318011
2.974857413342393,2.1864543147694278
4.338213535231612,2.852433334796224
4.2074792615673,1.885263558533101
5.504987278980457,2.8657551941701214
3.7997035929442236,1.6654987641590515
4.5250546888390435,1.346670767426288
6.765454240281096,2.4049817109609557
3.7391160456649546,2.917861947054776
7.122156197012633,3.032465260551147
3.4806300340459866,1.5157659271337487
6.2669111491866225,1.2923305343812193
5.443819428146228,2.7746340534293368
4.073069528421917,1.9404746439382
1.7587326599309274,0.9756123586657102
4.74743184860684,0.7522168180351505
6.632411303931635,0.5698586220393673
4.5599555133030165,2.1307405772860912
6.441273289066116,0.5641378488205606
6.16316375215496,2.010233061019587
4.018491348952049,2.462103474263271
5.19905969557347,1.3997831228412054
5.069802084990019,1.6146864031382397
5.113517345251248,2.6621306745210465
6.586016816145352,0.762184501173151
7.133033374656266,0.04791220047749811
4.848214904964417,2.5883172064845765
5.2809918677350325,1.3773004801794062
4.791877749642725,1.5069990653411671
4.410635243055788,2.8496020970210245
5.357015485965047,1.3070904047393457
5.899599875433251,2.3072995208766094
5.81286211883896,2.629628841923612
4.171004989077928,1.4398189598030304
5.747293605123262,2.610370265433465
